id,num_orders
1337584,217
1332667,2222
1075942,1541
1109804,670
1316684,116
1248315,182
1113611,150
1110867,794
1247289,982
1022953,1790
1160081,133
1120430,130
1487280,223
1020081,1752
1329551,881
1137610,1326
1072530,143
1115708,169
1203532,151
1494216,246
1116374,421
1032497,183
1413930,323
1136118,155
1254872,187
1398257,1212
1364001,683
1369843,431
1379360,71
1442044,69
1285290,57
1129707,575
1086750,699
1147262,804
1025605,223
1414158,157
1082079,164
1467510,222
1374892,318
1171352,703
1213246,75
1279131,115
1256386,87
1234220,1557
1008206,542
1267686,379
1470186,102
1233312,135
1279379,132
1431703,595
1339938,402
1010552,436
1237947,752
1175098,586
1066074,219
1045918,72
1226081,43
1148633,480
1441429,507
1291804,565
1305194,84
1327840,129
1320801,202
1467101,649
1473989,264
1466330,468
1390856,35
1120639,85
1279275,68
1166120,82
1128404,53
1252491,55
1328056,497
1452353,248
1353276,152
1297182,20
1469299,26
1129687,169
1362599,372
1245170,436
1098570,52
1452600,41
1194207,36
1023619,105
1254600,222
1157094,308
1165391,38
1131248,62
1383646,371
1288250,109
1476141,77
1401237,41
1383510,44
1433607,51
1098207,217
1453624,169
1089046,167
1306954,1692
1413179,915
1379869,609
1037218,91
1247919,179
1097438,131
1441938,785
1060769,875
1409283,1344
1397517,137
1220386,88
1297481,232
1309280,1204
1013813,771
1087803,1058
1256077,53
1328392,62
1197947,165
1134877,230
1149222,105
1321757,168
1364052,125
1346914,165
1343936,809
1284997,570
1443980,255
1272226,47
1267791,29
1049345,43
1300007,483
1220471,607
1486124,634
1183373,137
1076787,160
1218918,134
1351627,231
1333350,388
1312936,606
1477543,50
1408514,53
1256773,59
1174904,745
1392815,448
1389126,257
1074816,79
1124612,134
1318251,108
1089252,740
1396463,397
1289632,299
1083889,374
1121896,268
1004866,127
1234436,34
1311318,85
1476647,44
1419834,194
1188670,315
1260238,233
1263791,112
1070835,108
1433069,141
1349084,601
1360259,209
1022475,339
1037167,71
1492031,52
1057541,56
1483675,95
1463966,59
1474096,69
1440771,48
1452763,69
1382621,341
1035365,457
1355984,283
1140520,17
1168148,147
1052343,251
1370827,210
1055728,30
1053449,31
1368579,26
1208370,88
1027455,30
1147326,67
1203029,45
1389643,89
1482071,56
1411487,238
1043533,328
1294351,233
1409427,331
1000264,300
1016463,89
1224218,25
1485114,87
1006410,109
1221242,122
1031339,262
1153545,143
1182144,107
1194788,85
1082828,80
1265773,832
1154515,134
1105986,203
1293017,40
1272587,27
1027143,35
1179146,93
1342337,36
1269746,46
1369030,248
1109605,323
1099603,225
1319113,20
1155697,22
1218892,140
1493357,150
1202597,155
1116108,23
1229780,27
1391127,20
1085957,100
1267409,56
1245159,72
1378973,67
1079844,251
1024089,205
1463712,145
1268331,431
1058344,350
1417277,206
1056035,73
1343254,139
1262833,102
1272751,186
1013213,621
1263405,444
1204818,106
1333742,55
1043262,74
1449237,921
1080908,334
1073524,699
1196482,158
1068138,123
1320427,156
1184166,118
1228572,273
1075131,285
1128915,159
1182843,90
1094044,415
1209858,544
1222963,345
1037477,60
1001694,33
1054299,67
1371044,208
1254718,250
1086268,221
1003757,48
1448276,54
1489645,324
1491279,167
1408337,269
1360068,107
1316400,135
1110618,196
1146271,560
1474849,375
1352055,169
1245977,183
1165288,219
1081099,58
1441467,46
1336838,160
1106150,355
1190084,139
1232610,149
1321845,122
1159511,341
1441739,188
1096623,131
1474925,36
1118719,27
1297074,25
1054861,189
1208736,311
1161439,120
1282737,122
1194305,127
1353044,151
1063225,21
1116078,19
1075416,25
1088172,48
1320248,276
1271591,372
1127237,164
1243020,308
1416839,262
1172788,82
1473056,86
1060753,30
1053540,196
1261815,308
1489999,132
1133739,61
1384693,55
1072117,193
1023989,129
1183974,196
1171351,31
1004475,27
1080300,38
1164653,25
1444590,34
1169717,129
1399692,131
1393811,82
1177147,16
1455218,16
1478944,76
1415824,102
1041241,91
1045506,15
1210059,56
1139397,34
1008295,24
1406978,43
1470180,38
1326956,193
1268964,186
1267165,1063
1414458,512
1105486,464
1246396,35
1223814,73
1208097,69
1426257,340
1402266,574
1273610,868
1082679,127
1061395,149
1448891,250
1121802,1193
1017920,411
1220913,512
1201769,58
1214790,60
1055980,60
1143296,43
1161381,80
1049400,51
1388858,117
1367157,58
1056911,53
1363870,567
1206999,240
1220962,129
1244866,24
1161719,21
1492231,246
1492759,320
1408726,307
1337818,147
1136894,114
1050836,115
1157808,268
1438743,361
1092027,514
1286976,26
1244383,27
1220086,29
1014137,213
1460613,153
1269949,84
1022949,36
1118546,59
1006832,344
1461216,234
1333438,289
1014151,494
1196661,468
1072688,206
1161832,26
1146287,63
1329636,44
1113345,465
1079296,389
1245711,337
1312378,143
1280461,163
1132214,267
1013410,495
1315890,510
1453825,348
1137590,29
1046820,21
1100813,21
1213133,33
1119887,36
1339495,45
1172173,33
1250692,31
1000962,418
1122867,536
1367068,268
1181254,19
1411654,95
1154407,131
1477833,44
1422724,29
1112704,247
1346146,233
1108405,335
1194904,117
1448084,37
1266676,30
1099057,39
1188584,456
1230753,320
1237054,379
1161084,349
1401228,284
1493372,117
1395665,50
1002279,154
1424621,126
1256602,167
1390004,294
1146927,227
1057232,57
1319822,58
1353668,34
1157084,688
1115935,223
1033089,515
1090029,98
1464617,77
1209279,70
1039223,83
1152313,169
1198253,192
1356983,96
1375236,49
1276289,71
1188533,249
1163547,414
1089771,269
1449997,37
1261700,24
1098789,25
1119881,128
1174890,169
1194658,225
1354710,37
1276097,32
1451749,44
1260659,228
1342195,68
1177959,175
1346194,47
1081095,123
1228200,102
1400215,338
1101987,369
1280892,188
1207745,600
1158313,571
1326014,281
1040372,36
1405754,104
1251759,161
1094372,254
1113898,552
1351735,430
1305756,165
1144073,168
1219445,184
1399854,747
1077708,265
1136982,528
1168044,109
1301176,105
1045879,60
1375132,187
1224442,158
1195553,82
1486052,44
1406304,66
1003371,416
1447908,528
1022766,370
1359162,24
1149541,23
1389512,37
1294598,240
1187407,203
1151085,379
1262007,56
1273205,50
1098767,47
1328665,220
1207902,104
1110134,159
1135750,33
1404904,69
1252213,51
1471895,372
1370308,401
1488744,342
1312130,210
1432207,207
1067574,37
1497576,27
1173597,90
1463356,46
1476005,125
1226297,323
1312818,177
1170077,70
1132041,88
1144962,129
1180712,331
1420842,109
1048319,180
1062167,27
1281864,39
1310639,24
1316568,76
1470598,40
1126729,38
1187117,22
1231315,33
1193778,137
1497770,205
1296043,159
1109033,136
1253619,144
1015055,149
1323954,56
1236535,25
1291602,39
1034239,40
1487244,208
1432981,160
1413500,131
1240615,1540
1125250,665
1049986,566
1432590,49
1064865,94
1462054,66
1175329,517
1231504,497
1310137,771
1176123,85
1267634,78
1397808,80
1489068,873
1399261,451
1057026,733
1157087,89
1221970,78
1055041,207
1378097,234
1154169,112
1062376,179
1181839,75
1276632,115
1388270,660
1171130,378
1242759,244
1035528,44
1232845,44
1133643,48
1020633,184
1137724,263
1418017,310
1129706,150
1414426,101
1443244,61
1336913,110
1216868,220
1074099,447
1005733,63
1187232,66
1315006,389
1429640,310
1193124,302
1321067,82
1020914,67
1464172,70
1012356,381
1048213,316
1414658,188
1067356,982
1402145,635
1205618,392
1102348,40
1439251,61
1141169,58
1429174,568
1360530,662
1078717,918
1034750,237
1292295,212
1464006,305
1207416,647
1081039,413
1038600,490
1434474,63
1420970,60
1493390,67
1062042,54
1407930,31
1309366,77
1494106,53
1253128,52
1230871,647
1103899,289
1178356,168
1270686,17
1461376,25
1055872,31
1027667,135
1150000,78
1035466,93
1015226,82
1004410,67
1225216,210
1261758,253
1009224,398
1164468,54
1234697,228
1072809,197
1405077,104
1133718,29
1090779,55
1220305,43
1455516,248
1077080,243
1381871,275
1497941,704
1405281,654
1184133,365
1297493,42
1351826,93
1351915,89
1303502,285
1103552,422
1074755,442
1054413,183
1100592,145
1265971,183
1062386,934
1005415,259
1454684,605
1098324,102
1463531,105
1128843,93
1200592,119
1337305,216
1130901,205
1101312,80
1423243,43
1358603,71
1040493,353
1023439,549
1402530,308
1148734,33
1115378,34
1138163,154
1089398,246
1111393,357
1441237,74
1073593,45
1353069,49
1237302,199
1068099,70
1296768,128
1407946,40
1341469,57
1099372,59
1310892,350
1190768,308
1070732,261
1249505,304
1235991,284
1260972,115
1207552,45
1043700,53
1311764,58
1387118,157
1193391,284
1091807,213
1240478,121
1494088,110
1347537,142
1102292,516
1088345,196
1446214,205
1033631,42
1291932,39
1048558,42
1374367,35
1379701,279
1324376,360
1000116,190
1213448,15
1246867,147
1414636,210
1390449,169
1440242,95
1382211,29
1248175,37
1395486,31
1222155,95
1031664,278
1022670,408
1280365,208
1034558,60
1147078,59
1459822,34
1099677,147
1348084,171
1220274,78
1209309,73
1184750,127
1190011,163
1319480,104
1305176,100
1251039,20
1312629,102
1031682,318
1034125,93
1046291,19
1444323,197
1317716,172
1057421,244
1428458,231
1348068,113
1380958,157
1001797,650
1207458,409
1252167,255
1402459,39
1336623,67
1092234,55
1276698,252
1014174,329
1389987,578
1176492,40
1248265,49
1045510,118
1045443,537
1099568,182
1295338,341
1207102,46
1391315,40
1251276,41
1003702,71
1371347,162
1495432,67
1427121,91
1314783,42
1358927,48
1465453,290
1183611,281
1272052,126
1363954,22
1409502,30
1030133,180
1363671,217
1035001,261
1410185,78
1432211,52
1065392,61
1373418,101
1365940,143
1242870,306
1231479,25
1404091,35
1181234,291
1085163,132
1436870,130
1254416,42
1471032,44
1334116,45
1347256,171
1311604,133
1063501,125
1025721,546
1276142,269
1060806,256
1071661,34
1498066,54
1407735,60
1051651,125
1363995,267
1454364,244
1467138,40
1074197,48
1230896,76
1115906,637
1186445,253
1478644,356
1096482,118
1429191,131
1257617,103
1440883,56
1021872,173
1154559,161
1095162,75
1300311,40
1389878,67
1412672,321
1155036,339
1112459,238
1133681,25
1218617,26
1190145,28
1262383,149
1331957,195
1481626,211
1134995,45
1285263,27
1106138,50
1175167,228
1205164,81
1483833,164
1496897,45
1074105,61
1465377,39
1106879,200
1150467,213
1116996,160
1185434,1609
1266519,1010
1353114,679
1129265,61
1252749,122
1162104,74
1193418,583
1284837,780
1363184,960
1191468,122
1078789,92
1136805,252
1405386,1024
1114322,545
1350211,1185
1278837,50
1172455,50
1478221,47
1098408,85
1091951,234
1099622,117
1139472,134
1061430,128
1258982,113
1405793,662
1494572,491
1023532,271
1088540,37
1350522,29
1062543,400
1123146,672
1335657,566
1336480,89
1334472,143
1223905,74
1106947,123
1268382,233
1410375,474
1480252,38
1270897,40
1171323,840
1347721,399
1195122,240
1160060,62
1103877,99
1227192,90
1225674,356
1435797,294
1364079,304
1306281,79
1299709,95
1299648,81
1191925,30
1303294,85
1276615,63
1347235,135
1433729,278
1442624,113
1136999,99
1419217,82
1314342,517
1429773,197
1267876,159
1387167,27
1173342,40
1186948,39
1233252,192
1066977,598
1152418,347
1124445,16
1026138,129
1332514,212
1468716,146
1287492,33
1206863,16
1398867,33
1055136,107
1118702,75
1359875,495
1107202,498
1296158,193
1470774,753
1117544,540
1151189,282
1186842,39
1398197,54
1083741,45
1037042,487
1088465,442
1451012,659
1227620,62
1102512,113
1234887,270
1128433,659
1444037,288
1015740,464
1346922,40
1102942,37
1174075,57
1108936,94
1412117,61
1014965,118
1418316,41
1472488,50
1019856,497
1175542,263
1013232,175
1321001,451
1100828,430
1068732,446
1386147,55
1410568,42
1471314,168
1143781,219
1010375,392
1144387,45
1229377,32
1095558,35
1478260,293
1438799,94
1359239,84
1097687,32
1065465,48
1028748,40
1487448,273
1331356,215
1480686,294
1236999,991
1199822,585
1254681,374
1047669,58
1084506,48
1407062,46
1004423,457
1207875,414
1328513,739
1170969,77
1281563,81
1432075,112
1253965,620
1444649,341
1152272,646
1393567,75
1154663,89
1144903,132
1329590,243
1441678,140
1001524,135
1440235,42
1437743,50
1468736,549
1325002,257
1255670,207
1054864,40
1057573,38
1006532,256
1276400,190
1086209,290
1325888,117
1269656,115
1219510,74
1402597,118
1254290,183
1207536,423
1358623,77
1106454,46
1096522,76
1497989,423
1034611,281
1145961,162
1241244,40
1335255,46
1167949,50
1215373,347
1245385,223
1299559,188
1402501,70
1356370,138
1244578,40
1402872,53
1373011,167
1099626,60
1240618,114
1313356,127
1063775,121
1351476,401
1423116,169
1026366,83
1006892,16
1366540,23
1308211,17
1060946,31
1111869,24
1321821,39
1442998,89
1187281,421
1149992,314
1269393,140
1271415,135
1115599,149
1049715,39
1386843,46
1449443,447
1247790,473
1377409,245
1402068,421
1131692,456
1103707,242
1011869,112
1134421,139
1187227,153
1404182,279
1430582,765
1077995,423
1484671,79
1420778,90
1310109,105
1219340,1096
1483037,330
1278014,709
1020009,143
1357861,119
1246537,115
1138911,236
1072349,215
1044205,162
1003775,70
1105139,167
1233795,447
1488993,420
1128989,187
1461060,32
1093258,60
1458579,154
1267831,260
1076102,393
1492794,85
1258414,50
1233270,48
1218069,301
1209101,152
1005839,322
1205721,92
1286663,154
1396005,158
1005991,568
1411749,371
1256153,221
1334064,247
1053700,301
1079711,171
1449942,24
1080233,56
1320661,89
1137255,226
1264796,487
1048031,339
1363159,178
1311397,191
1408686,157
1335629,324
1384967,244
1425196,192
1185945,41
1233671,53
1168634,50
1475193,89
1008215,28
1490942,46
1086613,299
1429213,253
1247277,111
1315521,17
1251613,17
1341539,18
1314843,115
1060246,158
1196722,157
1062489,20
1391156,18
1420868,72
1266795,40
1452943,45
1372739,42
1384170,25
1270445,231
1440443,417
1158748,140
1373369,1716
1171380,834
1334250,280
1260574,57
1004325,93
1402074,57
1305204,625
1225037,563
1174606,1055
1118582,127
1302852,159
1236914,189
1047047,795
1219768,353
1449676,710
1459390,64
1403792,57
1181820,103
1158592,60
1106569,106
1460628,61
1456648,63
1074653,621
1172350,361
1064482,130
1035769,30
1092414,27
1187218,24
1309910,65
1064688,107
1208945,175
1223704,263
1342926,333
1016090,195
1084541,180
1006036,372
1271294,455
1293143,38
1380357,212
1394412,206
1045597,102
1242518,48
1425711,69
1236266,70
1391787,294
1018619,263
1439086,232
1487991,1026
1460540,275
1421075,59
1337962,32
1205702,76
1216068,71
1416093,157
1106438,486
1187958,187
1461237,89
1493677,104
1346875,121
1047024,589
1179951,177
1272720,320
1009102,89
1102030,79
1357349,65
1254542,124
1239839,111
1142498,65
1479142,43
1127057,52
1143077,268
1315764,441
1076879,334
1117812,18
1171684,28
1187665,160
1150288,122
1092093,248
1447408,40
1331327,35
1478225,114
1247480,46
1105195,54
1439531,32
1079007,66
1068176,49
1396170,203
1334406,189
1014026,180
1352373,682
1243030,570
1041420,173
1319327,49
1410028,88
1139636,37
1036193,170
1003367,284
1387633,277
1332886,129
1080327,107
1013373,150
1078845,639
1240791,195
1474319,333
1494561,75
1150748,47
1140411,55
1440680,51
1067429,116
1160511,112
1065243,77
1279830,39
1030666,56
1433611,405
1333707,407
1266311,281
1103146,27
1491817,162
1212716,171
1301661,233
1233889,58
1342250,42
1079171,32
1132769,112
1177184,86
1162498,37
1226350,96
1353682,42
1144693,206
1200921,256
1098073,232
1083024,405
1496726,415
1222568,184
1118152,38
1474455,64
1344569,237
1362812,521
1357918,271
1427314,169
1177846,146
1447665,125
1180242,399
1057980,173
1057989,342
1494214,31
1360415,66
1474051,49
1139545,53
1102908,42
1281533,47
1233530,195
1474190,236
1195458,115
1481613,22
1004249,98
1165001,111
1022162,86
1185155,44
1152177,123
1374738,47
1379639,126
1333423,38
1128407,55
1204473,46
1310544,296
1154591,320
1494201,106
1115748,483
1353589,498
1484676,200
1048616,32
1314508,96
1296975,103
1372115,207
1336189,350
1121324,272
1045996,106
1361706,106
1431483,114
1387232,432
1160893,123
1431384,322
1235837,60
1436037,52
1202680,57
1412587,25
1377286,86
1197461,96
1116597,39
1062507,49
1030306,236
1013660,258
1086030,226
1229602,33
1272184,21
1433035,97
1374038,102
1222840,138
1356273,27
1101932,29
1021010,121
1171411,54
1337490,112
1332396,35
1303811,54
1333733,47
1191789,189
1325792,191
1476106,184
1171225,488
1235681,389
1224499,360
1423465,28
1120552,57
1292401,51
1226546,272
1485369,371
1369288,492
1432305,155
1079777,170
1092628,155
1282588,449
1415191,246
1209550,293
1370271,24
1104842,25
1381859,45
1062232,32
1171522,53
1084587,33
1439204,33
1159953,393
1379917,170
1082924,67
1380277,23
1303074,27
1357053,218
1482844,225
1095958,47
1335161,44
1432554,61
1058867,122
1289214,176
1028000,166
1437271,37
1399943,42
1107949,141
1356581,81
1194491,30
1203992,40
1073984,31
1158974,148
1244952,131
1350959,172
1221985,500
1428233,389
1247118,273
1460736,32
1317327,41
1233024,37
1471569,265
1415077,344
1056913,460
1277505,104
1359182,126
1430948,330
1013760,236
1147147,394
1415890,44
1265084,55
1431945,48
1484655,83
1161020,36
1175530,264
1154338,129
1130574,142
1051940,22
1440445,25
1192440,169
1260322,201
1421768,239
1449682,47
1415276,38
1453255,117
1248669,157
1230958,194
1157877,20
1325572,303
1431659,111
1309583,62
1209010,36
1285811,42
1136992,46
1108246,208
1104829,123
1330971,86
1224992,576
1268353,378
1232469,219
1410483,38
1063825,64
1243528,55
1349678,249
1072684,439
1342993,476
1495669,107
1322377,105
1202457,103
1415501,708
1363882,378
1080956,632
1134020,45
1151908,41
1350192,79
1416559,89
1092576,71
1344385,93
1217656,50
1302415,54
1242600,270
1467152,460
1438001,199
1460611,26
1441014,24
1357398,175
1077114,194
1263663,171
1372445,72
1298212,58
1491344,56
1281588,108
1136004,220
1289149,238
1474421,31
1473813,33
1252840,297
1172252,121
1189064,79
1361099,66
1013719,73
1073519,50
1277293,323
1159227,229
1139762,214
1295739,140
1009685,165
1474772,77
1165673,22
1065468,50
1102053,27
1161784,183
1051139,266
1269039,128
1158737,72
1246489,107
1202461,92
1198164,678
1011440,448
1413230,130
1094332,28
1141137,25
1049606,31
1391442,155
1359351,325
1233267,212
1314748,14
1413495,82
1225930,148
1137875,134
1190701,24
1122832,27
1089220,31
1249809,402
1093731,506
1064557,219
1117909,397
1214618,293
1089335,188
1213475,17
1170902,47
1481946,87
1224868,153
1106482,150
1273502,27
1216168,58
1083594,368
1224295,159
1013278,294
1005855,59
1056709,43
1249671,91
1230380,170
1484433,76
1267040,60
1473223,33
1233669,249
1250796,265
1313401,159
1237110,20
1238242,18
1000121,52
1129558,84
1018802,145
1368711,190
1368971,81
1240209,125
1430887,34
1476123,42
1068042,60
1124650,213
1289201,128
1281401,65
1485491,395
1104767,375
1260343,285
1420693,33
1462062,102
1057642,45
1379980,189
1095043,307
1096435,264
1339708,97
1430712,94
1348620,116
1489978,693
1343050,233
1171803,348
1239136,45
1159926,49
1167786,48
1261300,97
1164093,52
1161124,66
1077741,70
1139047,85
1253918,285
1081347,445
1067587,292
1029248,32
1456841,33
1383133,119
1263414,130
1110768,202
1363668,37
1187183,28
1364266,111
1026176,55
1177476,102
1499793,46
1245784,64
1031113,56
1117382,246
1449051,295
1441522,206
1220040,172
1445037,315
1313829,81
1345555,40
1278499,64
1352264,244
1466161,448
1252687,269
1479808,159
1223345,179
1049411,163
1003384,344
1363984,150
1216354,180
1394628,60
1343435,43
1370718,82
1156018,36
1395048,150
1314516,209
1399258,134
1338874,17
1118069,17
1465660,119
1255031,116
1058944,99
1305598,14
1196241,60
1004788,24
1463684,36
1061891,63
1257545,49
1137317,279
1316766,299
1215009,184
1198616,331
1119975,290
1173978,118
1003325,34
1014959,91
1238676,156
1180681,320
1154031,117
1392618,100
1158959,93
1174657,68
1215383,769
1056737,204
1226869,264
1338426,71
1119609,46
1063798,42
1045972,68
1150952,149
1077779,408
1144441,370
1257450,24
1254802,155
1250391,174
1045722,196
1346647,37
1026834,30
1283298,110
1481903,55
1318877,73
1130427,45
1357694,59
1244100,61
1131178,369
1402295,424
1126893,152
1093651,574
1112711,696
1105210,261
1164254,58
1498407,63
1283105,57
1415914,223
1057017,302
1137052,387
1144252,87
1370833,116
1295518,102
1065864,599
1166233,216
1209388,364
1374893,73
1119217,60
1004773,102
1248761,202
1178734,128
1098698,70
1044262,44
1053113,356
1309992,293
1307732,221
1417093,42
1326039,26
1233803,125
1099973,116
1409188,205
1369859,39
1251710,37
1152116,40
1363025,341
1267904,148
1269147,343
1001765,49
1392665,343
1261277,225
1422430,137
1106809,1256
1353415,776
1368715,382
1087675,41
1336730,102
1332354,70
1456769,606
1190728,610
1268579,858
1217878,119
1106508,138
1006087,333
1402675,766
1276630,668
1205256,677
1445432,64
1009975,68
1394741,88
1275536,86
1158507,54
1269365,59
1204388,601
1068999,369
1370340,152
1252762,18
1154390,19
1394582,23
1149088,337
1386755,372
1299563,404
1491160,68
1230263,61
1011505,55
1446632,209
1415161,273
1228341,395
1056047,34
1278396,39
1005154,372
1312357,158
1370120,90
1255799,36
1115383,66
1118490,47
1493917,561
1487221,289
1149775,366
1460445,429
1448306,375
1431907,119
1401766,30
1047198,49
1002660,44
1366099,140
1292159,328
1373525,261
1049952,35
1377098,51
1198185,73
1256980,344
1010248,160
1080513,291
1081848,75
1054349,83
1233461,83
1313017,95
1105421,263
1339465,234
1063256,42
1013469,50
1375319,246
1366962,267
1317620,166
1127397,19
1250684,19
1102059,93
1281560,87
1392837,160
1279583,40
1225127,33
1188903,279
1320069,91
1081725,114
1288919,36
1098380,59
1141854,60
1471277,246
1485310,163
1057256,124
1443523,203
1242874,253
1028151,162
1302656,35
1431208,94
1473127,64
1249389,274
1270759,569
1220718,268
1429360,110
1141020,119
1325573,65
1165621,682
1386579,248
1089648,260
1210152,19
1013568,25
1269338,51
1462527,60
1094399,40
1197572,59
1127792,251
1290080,881
1160077,255
1439020,16
1129340,180
1198240,164
1123239,227
1402087,48
1104882,47
1155836,113
1057692,56
1045903,433
1247162,388
1447707,327
1450701,406
1119729,442
1463108,232
1004715,44
1055930,111
1258137,52
1220154,235
1425882,573
1023497,483
1410135,206
1265438,181
1414821,166
1116522,500
1443270,368
1263016,419
1018136,53
1451314,114
1038393,99
1403993,75
1274108,41
1188111,74
1342222,333
1057623,263
1324265,173
1438649,27
1073338,28
1082298,143
1110286,274
1266357,230
1138371,44
1298566,31
1430079,25
1375660,131
1319105,89
1361990,125
1337117,35
1092006,57
1379437,39
1315755,307
1101610,406
1212642,133
1257724,607
1466648,399
1254129,202
1046453,33
1417296,60
1103295,49
1288752,321
1460898,293
1045465,440
1429233,57
1428924,75
1179927,127
1401756,474
1482727,205
1412634,330
1122492,34
1051180,26
1076417,26
1297374,79
1204108,69
1021362,45
1390263,61
1363384,43
1116791,43
1326548,244
1433636,226
1481561,100
1034638,104
1230918,207
1242400,170
1115757,61
1041643,51
1287497,64
1306844,90
1200113,126
1078215,228
1298841,24
1392730,32
1198643,30
1020564,265
1154567,78
1225474,68
1248898,35
1170575,43
1413355,37
1113523,172
1356462,149
1174460,166
1040703,786
1009276,574
1348411,261
1235035,28
1435764,60
1109203,42
1310361,370
1173091,448
1201488,603
1416516,115
1156700,210
1135820,227
1477704,567
1178324,379
1198224,426
1308367,37
1260111,60
1298774,26
1295663,28
1084873,62
1238634,41
1237748,31
1143221,526
1228159,557
1349223,196
1056933,19
1424540,25
1484915,128
1111332,127
1063614,74
1301207,72
1053999,252
1118223,267
1450088,343
1230421,29
1068073,25
1197880,29
1094580,108
1172938,56
1029830,33
1359667,41
1377423,368
1310816,190
1316805,318
1259591,1791
1167271,1179
1201964,534
1049973,58
1185564,88
1047036,55
1209578,628
1416876,521
1113492,1121
1029884,156
1497894,105
1300128,237
1300828,994
1394735,531
1339641,880
1395056,85
1015576,84
1328783,83
1208849,297
1242697,282
1359281,194
1485050,110
1309096,89
1066654,98
1333325,748
1065376,501
1392342,496
1418086,48
1126584,49
1140959,36
1313505,213
1117255,490
1266859,447
1352627,171
1366366,106
1476169,135
1372662,230
1226797,290
1296700,609
1240353,62
1147081,55
1187416,49
1261102,598
1458629,448
1242716,313
1421036,39
1346652,77
1245436,62
1198242,312
1045821,307
1443036,314
1173972,1841
1026093,1259
1050787,476
1173917,82
1401571,114
1157221,78
1005375,721
1046037,685
1179494,1242
1351594,97
1004476,109
1108850,248
1243144,907
1152066,572
1222518,772
1387120,56
1333542,63
1017181,67
1272397,78
1435758,77
1373049,127
1408547,181
1428679,85
1244464,86
1384377,693
1488118,440
1228826,271
1245151,39
1095362,44
1069078,37
1049725,204
1187024,187
1135586,282
1277897,183
1269737,175
1027610,138
1365843,210
1086058,334
1219724,603
1199897,48
1416231,39
1391175,447
1140599,340
1099643,274
1088269,44
1073405,92
1055745,58
1472617,290
1230428,249
1040401,320
1113951,195
1095435,165
1363338,109
1349382,54
1035972,142
1285850,96
1116211,165
1221446,370
1067824,236
1325209,52
1250269,88
1422706,98
1276177,1172
1129647,201
1270817,255
1205675,17
1374416,25
1371785,45
1437236,43
1342334,67
1015263,201
1005610,694
1207270,314
1328618,19
1263164,156
1370636,105
1052297,133
1234483,65
1344207,31
1194915,42
1450536,140
1114215,103
1076467,400
1013988,517
1410873,229
1026962,278
1003254,298
1267865,161
1226940,113
1332638,87
1105644,174
1336298,253
1443390,145
1314804,48
1179911,84
1005967,78
1419947,440
1364329,203
1229710,238
1215604,52
1188630,44
1019807,33
1397082,40
1004160,178
1009831,440
1386562,286
1204381,26
1318327,24
1087987,98
